Development Name,Borough,Account Name,Location,Meter AMR,Meter Scope,TDS #,EDP,RC Code,Funding Source,AMP #,Vendor Name,UMIS BILL ID,Revenue Month,Service Start Date,Service End Date,# days,Meter Number,Estimated,Current Charges,Rate Class,Bill Analyzed,Consumption (HCF),Water&Sewer Charges,Other Charges,BBL
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 18,AMR,BLD 18,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,6589977,2/1/2018 0:00,1/23/2018,2/21/2018,29,E20308398,N         ,256.57,Basic Water and Sewer,Yes,26,$256.57 ,$0.00 ,3013300012
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 14,AMR,STORE 01,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,6593519,2/1/2018 0:00,1/23/2018,2/21/2018,29,G13039199,N         ,2476.84,Basic Water and Sewer,Yes,251,"$2,476.84 ",$0.00 ,1020120061
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 48,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,6600222,2/1/2018 0:00,1/23/2018,2/21/2018,29,V31952918,N         ,503.26,Basic Water and Sewer,Yes,51,$503.26 ,$0.00 ,1020120025
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 08,AMR,BLD 08,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,6590040,2/1/2018 0:00,1/23/2018,2/21/2018,29,E20290495,N         ,779.56,Basic Water and Sewer,Yes,79,$779.56 ,$0.00 ,3048180029
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 05,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,6587266,2/1/2018 0:00,1/23/2018,2/21/2018,29,V31665691,N         ,2851.82,Basic Water and Sewer,Yes,289,"$2,851.82 ",$0.00 ,1020130016
WASHINGTON HEIGHTS REHAB (GROUPS 1&2),MANHATTAN,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),BLD 02,AMR,,293,563,M029300,FEDERAL,NY005013090P,NEW YORK CITY WATER BOARD,6593533,2/1/2018 0:00,1/24/2018,2/22/2018,29,G15004279,Y         ,7341.72,Basic Water and Sewer,Yes,744,"$7,341.72 ",$0.00 ,1021320110
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 06,AMR,BLD 06,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,6590395,2/1/2018 0:00,1/23/2018,2/21/2018,29,E20291369,N         ,177.62,Basic Water and Sewer,Yes,18,$177.62 ,$0.00 ,3048180031
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 03,AMR,BLD 03,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,6587319,2/1/2018 0:00,1/23/2018,2/21/2018,29,E20453242,N         ,187.49,Basic Water and Sewer,Yes,19,$187.49 ,$0.00 ,3048180134
VAN DYKE I,BROOKLYN,VAN DYKE I,BLD 24 - Community Center,AMR,Community Center,61,216,K206100,FEDERAL,NY005000610P,NEW YORK CITY WATER BOARD,6588139,2/1/2018 0:00,1/24/2018,2/22/2018,29,V84003679,Y         ,98.68,Basic Water and Sewer,Yes,10,$98.68 ,$0.00 ,3037770025
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 11,AMR,BLD 11,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,6592448,2/1/2018 0:00,1/23/2018,2/21/2018,29,E20290494,N         ,374.98,Basic Water and Sewer,Yes,38,$374.98 ,$0.00 ,3048180026
UPACA (SITE 6),MANHATTAN,UPACA (SITE 6),BLD 01,AMR,,355,760,M035500,FEDERAL,NY005012410P,NEW YORK CITY WATER BOARD,6588127,2/1/2018 0:00,1/24/2018,2/22/2018,29,E09010097,Y         ,4371.48,Basic Water and Sewer,Yes,443,"$4,371.48 ",$0.00 ,1017680012
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 13,AMR,BLD 13,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,6592461,2/1/2018 0:00,1/23/2018,2/21/2018,29,E20372610,N         ,276.3,Basic Water and Sewer,Yes,28,$276.30 ,$0.00 ,3013300007
UPACA (SITE 6),MANHATTAN,UPACA (SITE 6),BLD 01,AMR,,355,760,M035500,FEDERAL,NY005012410P,NEW YORK CITY WATER BOARD,6588127,2/1/2018 0:00,1/23/2018,2/22/2018,30,E09010099,N         ,6779.25,Basic Water and Sewer,Yes,687,"$6,779.25 ",$0.00 ,1017680012
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 01,AMR,BLD 01,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,6586986,2/1/2018 0:00,1/24/2018,2/22/2018,29,E22317869,Y         ,207.23,Basic Water and Sewer,Yes,21,$207.23 ,$0.00 ,3048180136
WASHINGTON HEIGHTS REHAB PHASE III,MANHATTAN,WASHINGTON HEIGHTS REHAB PHASE III,BLD 05,AMR,,523,756,M052300,FEDERAL,NY005013090P,NEW YORK CITY WATER BOARD,6589316,2/1/2018 0:00,1/23/2018,2/21/2018,29,I13005250,N         ,1914.37,Basic Water and Sewer,Yes,194,"$1,914.37 ",$0.00 ,1021110041
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 09,AMR,BLD 09,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,6587314,2/1/2018 0:00,1/23/2018,2/21/2018,29,E20290493,N         ,98.68,Basic Water and Sewer,Yes,10,$98.68 ,$0.00 ,3048180028
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 32,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,6589283,2/1/2018 0:00,1/23/2018,2/21/2018,29,G13023666,N         ,532.87,Basic Water and Sewer,Yes,54,$532.87 ,$0.00 ,1020110011
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 15,AMR,BLD 15,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,6589321,2/1/2018 0:00,1/23/2018,2/21/2018,29,E20527605,N         ,148.02,Basic Water and Sewer,Yes,15,$148.02 ,$0.00 ,3013300009
UPACA (SITE 5),MANHATTAN,UPACA (SITE 5),BLD 01,AMR,,343,757,M034300,FEDERAL,NY005012410P,NEW YORK CITY WATER BOARD,6593008,2/1/2018 0:00,1/30/2018,2/27/2018,28,UN-METERED,N         ,8.22,Basic Water and Sewer,Yes,0,$8.22 ,$0.00 ,1017690005
UPACA (SITE 5),MANHATTAN,UPACA (SITE 5),BLD 01,AMR,,343,757,M034300,FEDERAL,NY005012410P,NEW YORK CITY WATER BOARD,6593008,2/1/2018 0:00,1/23/2018,2/21/2018,29,V31987647,N         ,36.8,Basic Water and Sewer,Yes,0,$36.80 ,$0.00 ,1017690005
UPACA (SITE 5),MANHATTAN,UPACA (SITE 5),BLD 01,AMR,,343,757,M034300,FEDERAL,NY005012410P,NEW YORK CITY WATER BOARD,6593008,2/1/2018 0:00,1/23/2018,2/21/2018,29,V31976211,Y         ,8940.32,Basic Water and Sewer,Yes,906,"$8,940.32 ",$0.00 ,1017690005
EAST NEW YORK CITY LINE,BROOKLYN,EAST NEW YORK CITY LINE,BLD 24,AMR,,263,378,K026300,FEDERAL,NY005010700P,NEW YORK CITY WATER BOARD,6595024,2/1/2018 0:00,1/23/2018,2/21/2018,29,O78610327,N         ,1707.15,Basic Water and Sewer,Yes,173,"$1,707.15 ",$0.00 ,3044810016
SAMUEL (MHOP) I,MANHATTAN,SAMUEL (MHOP) I,BLD 04,NONE,,389,847,M038900,MHOP,NY005013170P,NEW YORK CITY WATER BOARD,6590449,2/1/2018 0:00,1/23/2018,2/21/2018,29,O78224452,N         ,256.57,Basic Water and Sewer,Yes,26,$256.57 ,$0.00 ,1020090003
WASHINGTON HEIGHTS REHAB PHASE III,MANHATTAN,WASHINGTON HEIGHTS REHAB PHASE III,BLD 07,AMR,,523,756,M052300,FEDERAL,NY005013090P,NEW YORK CITY WATER BOARD,6589288,2/1/2018 0:00,1/23/2018,2/21/2018,29,K16838962,N         ,2664.33,Basic Water and Sewer,Yes,270,"$2,664.33 ",$0.00 ,1021210051
EAST 173RD STREET-VYSE AVENUE,BRONX,EAST 173RD STREET-VYSE AVENUE,BLD 07,NONE,,338,778,B033800,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,6595940,2/1/2018 0:00,1/28/2018,2/25/2018,28,E15220726,N         ,2427.5,Basic Water and Sewer,Yes,246,"$2,427.50 ",$0.00 ,2029890011
UNION AVENUE-EAST 166TH STREET,BRONX,UNION AVENUE-EAST 166TH STREET,BLD 04,AMR,,356,768,B035600,FEDERAL,NY005013420P,NEW YORK CITY WATER BOARD,6586824,2/1/2018 0:00,1/21/2018,2/21/2018,31,E15896623,N         ,2052.52,Basic Water and Sewer,Yes,208,"$2,052.52 ",$0.00 ,2026800001
EAST 173RD STREET-VYSE AVENUE,BRONX,EAST 173RD STREET-VYSE AVENUE,BLD 06,NONE,,338,778,B033800,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,6589978,2/1/2018 0:00,1/23/2018,2/21/2018,29,E13126719,N         ,7687.09,Basic Water and Sewer,Yes,779,"$7,687.09 ",$0.00 ,2029890011
WASHINGTON HEIGHTS REHAB PHASE III,MANHATTAN,WASHINGTON HEIGHTS REHAB PHASE III,BLD 03,AMR,,523,756,M052300,FEDERAL,NY005013090P,NEW YORK CITY WATER BOARD,6593522,2/1/2018 0:00,1/23/2018,2/21/2018,29,I13005313,N         ,3187.33,Basic Water and Sewer,Yes,323,"$3,187.33 ",$0.00 ,1021110038
EAST 173RD STREET-VYSE AVENUE,BRONX,EAST 173RD STREET-VYSE AVENUE,BLD 04,AMR,,338,778,B033800,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,6589973,2/1/2018 0:00,1/22/2018,2/21/2018,30,V83018270,N         ,2684.07,Basic Water and Sewer,Yes,272,"$2,684.07 ",$0.00 ,2029890001
UNION AVENUE-EAST 166TH STREET,BRONX,UNION AVENUE-EAST 166TH STREET,BLD 05,AMR,,356,768,B035600,FEDERAL,NY005013420P,NEW YORK CITY WATER BOARD,6595353,2/1/2018 0:00,1/23/2018,2/21/2018,29,E15875739,N         ,2397.9,Basic Water and Sewer,Yes,243,"$2,397.90 ",$0.00 ,2026800001
UNION AVENUE-EAST 166TH STREET,BRONX,UNION AVENUE-EAST 166TH STREET,BLD 03,AMR,,356,768,B035600,FEDERAL,NY005013420P,NEW YORK CITY WATER BOARD,6589993,2/1/2018 0:00,1/23/2018,2/21/2018,29,E15875741,N         ,4223.46,Basic Water and Sewer,Yes,428,"$4,223.46 ",$0.00 ,2026800001
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 27,AMR,STORE 01-02,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,6600200,2/1/2018 0:00,1/23/2018,2/21/2018,29,V31847574,N         ,1914.37,Basic Water and Sewer,Yes,194,"$1,914.37 ",$0.00 ,1020110031
WASHINGTON HEIGHTS REHAB PHASE IV (C),MANHATTAN,WASHINGTON HEIGHTS REHAB PHASE IV (C),BLD 01,AMR,,330,788,M033000,FEDERAL,NY005013090P,NEW YORK CITY WATER BOARD,6587050,2/1/2018 0:00,1/24/2018,2/22/2018,29,K14834217,Y         ,167.75,Basic Water and Sewer,Yes,17,$167.75 ,$0.00 ,1021320106
UNION AVENUE-EAST 166TH STREET,BRONX,UNION AVENUE-EAST 166TH STREET,BLD 01,AMR,,356,768,B035600,FEDERAL,NY005013420P,NEW YORK CITY WATER BOARD,6586964,2/1/2018 0:00,1/24/2018,2/22/2018,29,K15896617,Y         ,3572.18,Basic Water and Sewer,Yes,362,"$3,572.18 ",$0.00 ,2026800013
EAST 173RD STREET-VYSE AVENUE,BRONX,EAST 173RD STREET-VYSE AVENUE,BLD 01,AMR,,338,778,B033800,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,6588137,2/1/2018 0:00,1/23/2018,2/21/2018,29,E13304664,N         ,1736.75,Basic Water and Sewer,Yes,176,"$1,736.75 ",$0.00 ,2029880001
EAST 173RD STREET-VYSE AVENUE,BRONX,EAST 173RD STREET-VYSE AVENUE,BLD 03,AMR,,338,778,B033800,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,6588137,2/1/2018 0:00,1/23/2018,2/21/2018,29,E13304662,Y         ,2496.58,Basic Water and Sewer,Yes,253,"$2,496.58 ",$0.00 ,2029880001
EAST 173RD STREET-VYSE AVENUE,BRONX,EAST 173RD STREET-VYSE AVENUE,BLD 02,AMR,,338,778,B033800,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,6588137,2/1/2018 0:00,1/23/2018,2/21/2018,29,E12292737,N         ,6177.31,Basic Water and Sewer,Yes,626,"$6,177.31 ",$0.00 ,2029880001
UNION AVENUE-EAST 166TH STREET,BRONX,UNION AVENUE-EAST 166TH STREET,BLD 01,AMR,,356,768,B035600,FEDERAL,NY005013420P,NEW YORK CITY WATER BOARD,6586964,2/1/2018 0:00,1/24/2018,2/22/2018,29,K14040263,Y         ,542.73,Basic Water and Sewer,Yes,55,$542.73 ,$0.00 ,2026800013
CROWN HEIGHTS,BROOKLYN,CROWN HEIGHTS,BLD 06,AMR,,312,331,K031200,FEDERAL,NY005013510P,NEW YORK CITY WATER BOARD,6590057,2/1/2018 0:00,1/23/2018,2/21/2018,29,O77816972,N         ,2624.86,Basic Water and Sewer,Yes,266,"$2,624.86 ",$0.00 ,3013750031
THOMAS APARTMENTS,MANHATTAN,THOMAS APARTMENTS,BLD 01,AMR,,268,387,M026800,FEDERAL,NY005011270P,NEW YORK CITY WATER BOARD,6590411,2/1/2018 0:00,1/23/2018,2/21/2018,29,E10127758,N         ,8131.15,Basic Water and Sewer,Yes,824,"$8,131.15 ",$0.00 ,1012210038
CROWN HEIGHTS,BROOKLYN,CROWN HEIGHTS,BLD 04,AMR,,312,331,K031200,FEDERAL,NY005013510P,NEW YORK CITY WATER BOARD,6589292,2/1/2018 0:00,1/23/2018,2/21/2018,29,O78610291,N         ,1351.9,Basic Water and Sewer,Yes,137,"$1,351.90 ",$0.00 ,3013690058
WASHINGTON HEIGHTS REHAB PHASE IV (C),MANHATTAN,WASHINGTON HEIGHTS REHAB PHASE IV (C),BLD 02,AMR,,330,788,M033000,FEDERAL,NY005013090P,NEW YORK CITY WATER BOARD,6590504,2/1/2018 0:00,1/23/2018,2/21/2018,29,I13011093,N         ,3118.26,Basic Water and Sewer,Yes,316,"$3,118.26 ",$0.00 ,1021320084
TAFT,MANHATTAN,TAFT,BLD 10,AMR,"STORE 01-06,08-09",97,261,M009700,FEDERAL,NY005010970P,NEW YORK CITY WATER BOARD,6593930,2/1/2018 0:00,1/23/2018,2/21/2018,29,V83028987,N         ,3143.94,Basic Water and Sewer,Yes,76,$0.00 ,"$3,143.94 ",1016180001
STUYVESANT GARDENS II,BROOKLYN,STUYVESANT GARDENS II,BLD 01,AMR,,333,755,K033300,FEDERAL,NY005012210P,NEW YORK CITY WATER BOARD,6593538,2/1/2018 0:00,1/24/2018,2/22/2018,29,O78778150,N         ,7321.98,Basic Water and Sewer,Yes,742,"$7,321.98 ",$0.00 ,3016360024
STUYVESANT GARDENS II,BROOKLYN,STUYVESANT GARDENS II,BLD 01,AMR,,333,755,K033300,FEDERAL,NY005012210P,NEW YORK CITY WATER BOARD,6593538,2/1/2018 0:00,1/24/2018,2/22/2018,29,O78590242,Y         ,858.51,Basic Water and Sewer,Yes,87,$858.51 ,$0.00 ,3016360024
CONLON LIHFE TOWER,QUEENS,CONLON LIHFE TOWER,BLD 01,AMR,BLD 01,232,347,Q023200,FEDERAL,NY005010910P,NEW YORK CITY WATER BOARD,6600162,2/1/2018 0:00,1/23/2018,2/21/2018,29,E09031333,N         ,22676.43,Basic Water and Sewer,Yes,2298,"$22,676.43 ",$0.00 ,4102120033
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 35,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,6590050,2/1/2018 0:00,1/23/2018,2/21/2018,29,V31946013,N         ,5338.53,Basic Water and Sewer,Yes,541,"$5,338.53 ",$0.00 ,1020110001
154 WEST 84TH STREET,MANHATTAN,WEST 84TH STREET,BLD 01,NONE,,359,840,M035900,FEDERAL,NY005013590P,NEW YORK CITY WATER BOARD,6590045,2/1/2018 0:00,1/23/2018,2/21/2018,29,E94618885,N         ,1618.34,Basic Water and Sewer,Yes,164,"$1,618.34 ",$0.00 ,1012140055
CLINTON,MANHATTAN,CLINTON,BLD 05,AMR,,123,245,M012300,FEDERAL,NY005001230P,NEW YORK CITY WATER BOARD,6595931,2/1/2018 0:00,1/23/2018,2/21/2018,29,E13325671,N         ,36.8,Basic Water and Sewer,Yes,0,$36.80 ,$0.00 ,1016320001
CLINTON,MANHATTAN,CLINTON,BLD 05,AMR,,123,245,M012300,FEDERAL,NY005001230P,NEW YORK CITY WATER BOARD,6595931,2/1/2018 0:00,1/23/2018,2/21/2018,29,E13314706,N         ,31764.77,Basic Water and Sewer,Yes,3219,"$31,764.77 ",$0.00 ,1016320001
SAMUEL (MHOP) I,MANHATTAN,SAMUEL (MHOP) I,BLD 39,AMR,,389,847,M038900,MHOP,NY005013170P,NEW YORK CITY WATER BOARD,6587277,2/1/2018 0:00,1/23/2018,2/21/2018,29,O76882750,N         ,384.85,Basic Water and Sewer,Yes,39,$384.85 ,$0.00 ,1020090004
CLAREMONT REHAB (GROUP 4),BRONX,CLAREMONT REHAB (GROUP 4),BLD 01,AMR,,335,751,B033500,FEDERAL,NY005013080P,NEW YORK CITY WATER BOARD,6588126,2/1/2018 0:00,1/24/2018,2/22/2018,29,A08000442,Y         ,2170.94,Basic Water and Sewer,Yes,220,"$2,170.94 ",$0.00 ,2024270012
CLAREMONT REHAB (GROUP 4),BRONX,CLAREMONT REHAB (GROUP 4),BLD 06,AMR,,335,751,B033500,FEDERAL,NY005013080P,NEW YORK CITY WATER BOARD,6587281,2/1/2018 0:00,1/23/2018,2/21/2018,29,K15130317,N         ,1657.81,Basic Water and Sewer,Yes,168,"$1,657.81 ",$0.00 ,2024340053
WEST FARMS ROAD REHAB,BRONX,WEST FARMS ROAD REHAB,BLD 03,AMR,,360,780,B053000,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,6587309,2/1/2018 0:00,1/23/2018,2/21/2018,29,E12221107,N         ,6246.38,Basic Water and Sewer,Yes,633,"$6,246.38 ",$0.00 ,2027510015
CLAREMONT REHAB (GROUP 4),BRONX,CLAREMONT REHAB (GROUP 4),BLD 03,AMR,,335,751,B033500,FEDERAL,NY005013080P,NEW YORK CITY WATER BOARD,6592970,2/1/2018 0:00,1/23/2018,2/21/2018,29,E97172487,N         ,828.9,Basic Water and Sewer,Yes,84,$828.90 ,$0.00 ,2024270007
CLAREMONT REHAB (GROUP 4),BRONX,CLAREMONT REHAB (GROUP 4),BLD 02,AMR,,335,751,B033500,FEDERAL,NY005013080P,NEW YORK CITY WATER BOARD,6589347,2/1/2018 0:00,1/23/2018,2/21/2018,29,O78777959,N         ,1272.96,Basic Water and Sewer,Yes,129,"$1,272.96 ",$0.00 ,2024270010
CLAREMONT REHAB (GROUP 4),BRONX,CLAREMONT REHAB (GROUP 4),BLD 04,AMR,,335,751,B033500,FEDERAL,NY005013080P,NEW YORK CITY WATER BOARD,6590025,2/1/2018 0:00,1/23/2018,2/21/2018,29,E15027831,N         ,2003.18,Basic Water and Sewer,Yes,203,"$2,003.18 ",$0.00 ,2024270003
WEST FARMS ROAD REHAB,BRONX,WEST FARMS ROAD REHAB,BLD 02,AMR,"BLD 1,2",360,780,B053000,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,6590022,2/1/2018 0:00,1/23/2018,2/21/2018,29,E12466784,N         ,7134.49,Basic Water and Sewer,Yes,723,"$7,134.49 ",$0.00 ,2027510030
STEBBINS AVENUE-HEWITT PLACE,BRONX,STEBBINS AVENUE-HEWITT PLACE,BLD 01,AMR,,353,770,B035300,FEDERAL,NY005013420P,NEW YORK CITY WATER BOARD,6585926,2/1/2018 0:00,1/23/2018,2/21/2018,29,E12261841,N         ,7864.72,Basic Water and Sewer,Yes,797,"$7,864.72 ",$0.00 ,2026960005
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 19,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,6590048,2/1/2018 0:00,1/23/2018,2/21/2018,29,V31625179,N         ,1253.22,Basic Water and Sewer,Yes,127,"$1,253.22 ",$0.00 ,1020120006
CLAREMONT REHAB (GROUP 2),BRONX,CLAREMONT REHAB (GROUP 2),BLD 06,NONE,STORE 01-02,307,330,B030700,FEDERAL,NY005013080P,NEW YORK CITY WATER BOARD,6593425,2/1/2018 0:00,1/24/2018,2/22/2018,29,HG0003940,Y         ,217.09,Basic Water and Sewer,Yes,22,$217.09 ,$0.00 ,2024270022
CLAREMONT REHAB (GROUP 2),BRONX,CLAREMONT REHAB (GROUP 2),BLD 06,NONE,STORE 01-02,307,330,B030700,FEDERAL,NY005013080P,NEW YORK CITY WATER BOARD,6593425,2/1/2018 0:00,1/24/2018,2/22/2018,29,B15427961,Y         ,36.8,Basic Water and Sewer,Yes,3,$36.80 ,$0.00 ,2024270022
STEBBINS AVENUE-HEWITT PLACE,BRONX,STEBBINS AVENUE-HEWITT PLACE,BLD 01,AMR,,353,770,B035300,FEDERAL,NY005013420P,NEW YORK CITY WATER BOARD,6587057,2/1/2018 0:00,1/24/2018,2/22/2018,29,K15110467,Y         ,5674.04,Basic Water and Sewer,Yes,575,"$5,674.04 ",$0.00 ,2026960005
BUSHWICK II CDA (GROUP E),BROOKLYN,BUSHWICK II CDA (GROUP E),BLD 02,AMR,BLD 02,324,758,K032400,FEDERAL,NY005012470P,NEW YORK CITY WATER BOARD,6585922,2/1/2018 0:00,1/23/2018,2/21/2018,29,E14293103,N         ,6216.78,Basic Water and Sewer,Yes,630,"$6,216.78 ",$0.00 ,3033250001
WEST FARMS ROAD REHAB,BRONX,WEST FARMS ROAD REHAB,BLD 04,AMR,,360,780,B053000,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,6600236,2/1/2018 0:00,1/23/2018,2/21/2018,29,E12282571,N         ,15828.11,Basic Water and Sewer,Yes,1604,"$15,828.11 ",$0.00 ,2030070036
STEBBINS AVENUE-HEWITT PLACE,BRONX,STEBBINS AVENUE-HEWITT PLACE,BLD 01,AMR,,353,770,B035300,FEDERAL,NY005013420P,NEW YORK CITY WATER BOARD,6587023,2/1/2018 0:00,1/24/2018,2/22/2018,29,K15110471,Y         ,3838.61,Basic Water and Sewer,Yes,389,"$3,838.61 ",$0.00 ,2026960005
BUSHWICK II CDA (GROUP E),BROOKLYN,BUSHWICK II CDA (GROUP E),BLD 01,AMR,BLD 01,324,758,K032400,FEDERAL,NY005012470P,NEW YORK CITY WATER BOARD,6595620,2/1/2018 0:00,1/23/2018,2/21/2018,29,E13304205,N         ,3601.78,Basic Water and Sewer,Yes,365,"$3,601.78 ",$0.00 ,3033160001
STAPLETON,STATEN ISLAND,STAPLETON,BLD 07 - Community Center,NONE,Community Center,114,436,S211400,FEDERAL,NY005021140P,NEW YORK CITY WATER BOARD,6592537,2/1/2018 0:00,1/23/2018,2/21/2018,29,E16799118,N         ,108.55,Basic Water and Sewer,Yes,11,$108.55 ,$0.00 ,5005450100
BUSHWICK II CDA (GROUP E),BROOKLYN,BUSHWICK II CDA (GROUP E),BLD 02,NONE,BLD 02,324,758,K032400,FEDERAL,NY005012470P,NEW YORK CITY WATER BOARD,6593530,2/1/2018 0:00,1/24/2018,2/22/2018,29,H07052143,Y         ,503.26,Basic Water and Sewer,Yes,51,$503.26 ,$0.00 ,3033250001
WILLIAMSBURG,BROOKLYN,WILLIAMSBURG,BLD 13,AMR,STORE 23-26,2,200,K000200,FEDERAL,NY005000020P,NEW YORK CITY WATER BOARD,6590381,2/1/2018 0:00,1/23/2018,2/21/2018,29,K14211089,N         ,710.49,Basic Water and Sewer,Yes,72,$710.49 ,$0.00 ,3030260001
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 19,AMR,BLD 19,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,6600193,2/1/2018 0:00,1/23/2018,2/21/2018,29,E12292734,N         ,25271.69,Basic Water and Sewer,Yes,2561,"$25,271.69 ",$0.00 ,4101480001
BUSHWICK II CDA (GROUP E),BROOKLYN,BUSHWICK II CDA (GROUP E),BLD 04,NONE,BLD 04,324,758,K032400,FEDERAL,NY005012470P,NEW YORK CITY WATER BOARD,6592586,2/1/2018 0:00,1/24/2018,2/22/2018,29,E13262195,Y         ,7410.79,Basic Water and Sewer,Yes,751,"$7,410.79 ",$0.00 ,3033340001
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 21,AMR,BLD 21,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,6589999,2/1/2018 0:00,1/23/2018,2/21/2018,29,K14040273,N         ,2684.07,Basic Water and Sewer,Yes,272,"$2,684.07 ",$0.00 ,4101480001
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 25,AMR,BLD 25,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,6586959,2/1/2018 0:00,1/23/2018,2/21/2018,29,O77670575,N         ,5062.23,Basic Water and Sewer,Yes,513,"$5,062.23 ",$0.00 ,4121480100
BUSHWICK II CDA (GROUP E),BROOKLYN,BUSHWICK II CDA (GROUP E),BLD 05,NONE,BLD 05,324,758,K032400,FEDERAL,NY005012470P,NEW YORK CITY WATER BOARD,6587316,2/1/2018 0:00,1/24/2018,2/22/2018,29,E13293677,Y         ,4558.97,Basic Water and Sewer,Yes,462,"$4,558.97 ",$0.00 ,3033340001
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 24,AMR,BLD 24,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,6586954,2/1/2018 0:00,1/23/2018,2/21/2018,29,E15210031,N         ,4262.93,Basic Water and Sewer,Yes,432,"$4,262.93 ",$0.00 ,4121480100
BUSHWICK II (GROUPS B & D),BROOKLYN,BUSHWICK II (GROUPS B & D),BLD 51,AMR,,303,566,K030300,FEDERAL,NY005012470P,NEW YORK CITY WATER BOARD,6593490,2/1/2018 0:00,1/24/2018,2/22/2018,29,E13304661,Y         ,217.09,Basic Water and Sewer,Yes,22,$217.09 ,$0.00 ,3033500028
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 14,AMR,BLD 14,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,6589267,2/1/2018 0:00,1/23/2018,2/21/2018,29,K16792339,N         ,6818.72,Basic Water and Sewer,Yes,691,"$6,818.72 ",$0.00 ,4101270001
BUSHWICK II (GROUPS A & C),BROOKLYN,BUSHWICK II (GROUPS A & C),BLD 04,AMR,,302,565,K030200,FEDERAL,NY005012470P,NEW YORK CITY WATER BOARD,6586820,2/1/2018 0:00,1/23/2018,2/21/2018,29,E14251943,N         ,2338.69,Basic Water and Sewer,Yes,237,"$2,338.69 ",$0.00 ,3034100001
